image_id,xmin,ymin,xmax,ymax,class
1885.bmp,0,85,11,97,puncta
1885.bmp,10,87,22,99,puncta
1885.bmp,17,55,29,67,puncta
1885.bmp,28,58,40,70,puncta
1885.bmp,30,78,42,90,puncta
1885.bmp,49,84,60,96,puncta
1885.bmp,62,101,74,113,puncta
1885.bmp,69,107,81,119,puncta
1885.bmp,72,108,84,120,puncta
1885.bmp,103,68,115,80,puncta
1885.bmp,114,33,126,45,puncta
1885.bmp,116,33,128,45,puncta
1885.bmp,117,78,128,90,puncta
1563.bmp,30,73,42,85,puncta
1563.bmp,42,72,54,84,puncta
1563.bmp,44,102,56,114,puncta
1563.bmp,44,79,56,91,puncta
1563.bmp,65,45,77,57,puncta
1563.bmp,66,4,78,16,puncta
1563.bmp,71,53,83,64,puncta
1563.bmp,71,46,83,58,puncta
1563.bmp,84,114,96,125,puncta
1563.bmp,102,31,114,43,puncta
259.bmp,14,47,26,59,puncta
259.bmp,15,70,27,82,puncta
259.bmp,23,32,35,44,puncta
259.bmp,27,67,39,79,puncta
259.bmp,75,33,87,45,puncta
259.bmp,96,6,108,18,puncta
1546.bmp,0,24,7,36,puncta
1546.bmp,18,101,29,113,puncta
1546.bmp,31,98,43,110,puncta
1546.bmp,38,94,50,106,puncta
1546.bmp,48,80,60,92,puncta
1546.bmp,50,104,62,116,puncta
1546.bmp,55,16,67,28,puncta
1546.bmp,56,94,67,106,puncta
1546.bmp,59,86,71,98,puncta
1546.bmp,60,72,72,84,puncta
1546.bmp,66,31,78,43,puncta
1546.bmp,80,26,92,38,puncta
1546.bmp,81,52,93,64,puncta
1546.bmp,83,8,95,20,puncta
1546.bmp,89,12,101,24,puncta
1546.bmp,94,46,106,58,puncta
1546.bmp,95,79,107,91,puncta
1546.bmp,100,75,111,86,puncta
1546.bmp,108,20,120,32,puncta
1289.bmp,0,24,11,36,puncta
1289.bmp,11,56,23,68,puncta
1289.bmp,23,58,35,70,puncta
1289.bmp,36,117,48,128,puncta
1289.bmp,84,39,96,51,puncta
1289.bmp,89,55,101,67,puncta
1289.bmp,90,24,102,36,puncta
1289.bmp,100,103,112,115,puncta
1289.bmp,101,3,113,15,puncta
1377.bmp,0,52,7,64,puncta
1377.bmp,1,109,13,121,puncta
1377.bmp,7,0,19,11,puncta
1377.bmp,28,18,40,30,puncta
1377.bmp,39,37,51,49,puncta
1377.bmp,40,13,52,25,puncta
1377.bmp,40,29,52,40,puncta
1377.bmp,49,35,60,47,puncta
1377.bmp,49,67,61,79,puncta
1377.bmp,50,55,62,67,puncta
1377.bmp,53,60,65,72,puncta
1377.bmp,55,103,67,115,puncta
1377.bmp,61,26,73,38,puncta
1377.bmp,63,119,75,128,puncta
1377.bmp,70,47,82,59,puncta
1377.bmp,73,75,85,87,puncta
1377.bmp,76,40,88,52,puncta
1377.bmp,81,92,93,104,puncta
1377.bmp,82,80,94,92,puncta
1377.bmp,108,25,120,37,puncta
1377.bmp,110,101,122,113,puncta
1377.bmp,111,111,123,123,puncta
1377.bmp,112,26,124,38,puncta
1377.bmp,116,99,128,111,puncta
821.bmp,0,15,6,26,puncta
821.bmp,2,33,13,45,puncta
821.bmp,6,85,18,96,puncta
821.bmp,12,0,24,9,puncta
821.bmp,13,36,24,47,puncta
821.bmp,16,14,27,25,puncta
821.bmp,22,63,33,74,puncta
821.bmp,28,37,39,48,puncta
821.bmp,35,75,47,87,puncta
821.bmp,41,104,53,116,puncta
821.bmp,51,59,63,71,puncta
821.bmp,64,51,75,63,puncta
821.bmp,65,67,77,79,puncta
821.bmp,67,74,79,85,puncta
821.bmp,84,70,96,81,puncta
821.bmp,90,69,101,80,puncta
821.bmp,92,45,103,57,puncta
821.bmp,95,48,107,59,puncta
821.bmp,95,71,107,83,puncta
821.bmp,98,88,109,99,puncta
571.bmp,19,53,30,65,puncta
571.bmp,22,47,34,59,puncta
571.bmp,27,106,39,118,puncta
571.bmp,35,91,47,103,puncta
571.bmp,89,10,101,22,puncta
571.bmp,100,75,112,87,puncta
435.bmp,0,38,12,50,puncta
435.bmp,7,49,19,61,puncta
435.bmp,36,53,48,65,puncta
435.bmp,42,8,54,20,puncta
435.bmp,43,56,55,68,puncta
435.bmp,73,56,85,67,puncta
435.bmp,103,106,115,118,puncta
435.bmp,110,92,122,104,puncta
435.bmp,120,117,128,128,puncta
790.bmp,0,86,12,97,puncta
790.bmp,4,52,16,63,puncta
790.bmp,5,88,17,99,puncta
790.bmp,7,115,18,127,puncta
790.bmp,11,88,23,99,puncta
790.bmp,12,102,23,114,puncta
790.bmp,19,73,31,85,puncta
790.bmp,38,85,49,96,puncta
790.bmp,66,103,78,115,puncta
790.bmp,80,113,92,125,puncta
790.bmp,93,111,105,123,puncta
790.bmp,96,119,108,128,puncta
790.bmp,102,111,114,122,puncta
790.bmp,106,110,118,121,puncta
790.bmp,114,111,126,123,puncta
790.bmp,118,50,128,62,puncta
408.bmp,8,16,20,28,puncta
408.bmp,8,54,20,66,puncta
408.bmp,23,46,35,58,puncta
408.bmp,26,19,38,31,puncta
408.bmp,41,13,53,25,puncta
408.bmp,41,4,53,16,puncta
408.bmp,54,0,65,9,puncta
408.bmp,58,47,70,59,puncta
408.bmp,62,92,74,104,puncta
408.bmp,62,29,74,41,puncta
408.bmp,69,34,81,46,puncta
408.bmp,80,0,92,12,puncta
408.bmp,86,35,98,47,puncta
408.bmp,93,13,105,25,puncta
408.bmp,95,71,107,83,puncta
408.bmp,105,85,117,97,puncta
408.bmp,118,98,128,109,puncta
408.bmp,118,107,128,119,puncta
263.bmp,0,102,7,114,puncta
263.bmp,2,108,14,120,puncta
263.bmp,31,98,43,110,puncta
955.bmp,54,0,66,12,puncta
955.bmp,75,18,86,30,puncta
955.bmp,81,69,93,81,puncta
955.bmp,89,62,100,73,puncta
993.bmp,9,35,20,46,puncta
993.bmp,13,61,25,73,puncta
993.bmp,16,5,28,17,puncta
993.bmp,23,118,35,128,puncta
993.bmp,31,27,43,39,puncta
993.bmp,35,2,47,14,puncta
993.bmp,35,115,47,127,puncta
993.bmp,47,72,59,84,puncta
993.bmp,51,67,63,79,puncta
993.bmp,53,48,65,60,puncta
993.bmp,58,77,70,89,puncta
993.bmp,61,50,72,62,puncta
993.bmp,66,118,78,128,puncta
993.bmp,67,77,79,89,puncta
993.bmp,68,14,79,25,puncta
993.bmp,70,113,82,125,puncta
993.bmp,75,52,87,64,puncta
993.bmp,84,67,96,79,puncta
993.bmp,86,78,98,90,puncta
993.bmp,101,28,113,39,puncta
993.bmp,103,102,115,114,puncta
993.bmp,111,14,123,26,puncta
993.bmp,112,74,124,86,puncta
993.bmp,114,37,126,49,puncta
993.bmp,115,31,127,43,puncta
993.bmp,120,96,128,108,puncta
373.bmp,38,108,50,120,puncta
373.bmp,42,68,54,80,puncta
373.bmp,52,38,64,50,puncta
373.bmp,58,112,70,124,puncta
373.bmp,59,75,71,87,puncta
373.bmp,62,36,74,48,puncta
373.bmp,67,80,79,92,puncta
373.bmp,101,0,113,8,puncta
980.bmp,0,76,6,88,puncta
980.bmp,0,64,8,75,puncta
980.bmp,1,55,13,66,puncta
980.bmp,1,102,13,114,puncta
980.bmp,3,4,14,16,puncta
980.bmp,3,90,14,102,puncta
980.bmp,3,113,15,125,puncta
980.bmp,4,42,16,53,puncta
980.bmp,7,12,19,23,puncta
980.bmp,12,92,23,103,puncta
980.bmp,15,19,27,30,puncta
980.bmp,17,30,28,42,puncta
980.bmp,17,105,29,116,puncta
980.bmp,24,48,35,59,puncta
980.bmp,25,15,37,27,puncta
980.bmp,30,114,42,126,puncta
980.bmp,33,35,44,46,puncta
980.bmp,34,8,46,20,puncta
980.bmp,36,120,47,128,puncta
980.bmp,37,98,48,110,puncta
980.bmp,39,98,50,109,puncta
980.bmp,43,74,54,85,puncta
980.bmp,52,0,63,9,puncta
980.bmp,54,7,66,18,puncta
980.bmp,55,116,66,128,puncta
980.bmp,62,48,74,59,puncta
980.bmp,73,68,85,80,puncta
980.bmp,81,8,93,19,puncta
980.bmp,81,35,93,47,puncta
980.bmp,85,75,96,87,puncta
980.bmp,89,28,100,40,puncta
980.bmp,91,0,103,8,puncta
980.bmp,91,0,103,8,puncta
980.bmp,94,70,106,82,puncta
980.bmp,97,48,109,60,puncta
980.bmp,101,85,113,96,puncta
980.bmp,105,92,116,103,puncta
980.bmp,115,84,127,95,puncta
980.bmp,120,100,128,112,puncta
593.bmp,10,53,22,65,puncta
593.bmp,10,45,22,57,puncta
593.bmp,26,103,38,115,puncta
593.bmp,29,111,41,123,puncta
593.bmp,40,97,52,109,puncta
593.bmp,47,105,59,117,puncta
1320.bmp,0,25,7,37,puncta
1320.bmp,0,118,12,128,puncta
1320.bmp,7,112,19,124,puncta
1320.bmp,9,5,21,17,puncta
1320.bmp,10,22,22,34,puncta
1320.bmp,15,40,27,52,puncta
1320.bmp,19,105,31,117,puncta
1320.bmp,24,12,36,24,puncta
1320.bmp,25,93,37,105,puncta
1320.bmp,28,64,40,76,puncta
1320.bmp,28,49,40,61,puncta
1320.bmp,44,108,56,120,puncta
1320.bmp,57,103,69,115,puncta
1320.bmp,62,85,74,97,puncta
1320.bmp,70,118,81,128,puncta
1320.bmp,81,47,92,58,puncta
1320.bmp,89,120,101,128,puncta
1320.bmp,90,103,101,115,puncta
1320.bmp,90,50,102,62,puncta
1320.bmp,95,42,107,54,puncta
1320.bmp,102,112,114,124,puncta
1320.bmp,105,48,117,60,puncta
1320.bmp,109,34,121,46,puncta
1320.bmp,116,13,128,25,puncta
1320.bmp,117,48,128,60,puncta
1320.bmp,117,106,128,118,puncta
1320.bmp,118,0,128,11,puncta
926.bmp,3,56,14,67,puncta
926.bmp,5,50,17,61,puncta
926.bmp,6,46,18,57,puncta
926.bmp,10,80,22,92,puncta
926.bmp,14,60,25,72,puncta
926.bmp,50,13,62,25,puncta
926.bmp,52,0,63,8,puncta
926.bmp,62,23,74,34,puncta
926.bmp,68,10,80,21,puncta
926.bmp,69,1,81,12,puncta
926.bmp,72,107,83,118,puncta
926.bmp,77,49,89,60,puncta
926.bmp,89,82,101,94,puncta
926.bmp,97,52,108,63,puncta
926.bmp,103,29,114,40,puncta
473.bmp,52,48,63,59,puncta
473.bmp,52,27,64,39,puncta
473.bmp,61,44,73,56,puncta
473.bmp,67,54,79,66,puncta
473.bmp,75,60,87,72,puncta
473.bmp,81,44,93,56,puncta
473.bmp,83,42,95,54,puncta
473.bmp,95,29,106,41,puncta
473.bmp,106,116,118,128,puncta
473.bmp,106,84,118,96,puncta
473.bmp,114,111,126,123,puncta
042.bmp,55,57,67,69,puncta
042.bmp,56,54,67,66,puncta
042.bmp,65,44,77,56,puncta
042.bmp,77,96,89,108,puncta
042.bmp,110,39,122,51,puncta
490.bmp,81,101,93,113,puncta
490.bmp,81,1,93,13,puncta
490.bmp,120,118,128,128,puncta
1625.bmp,22,0,34,8,puncta
1625.bmp,31,102,42,114,puncta
1625.bmp,40,66,51,78,puncta
1625.bmp,40,103,52,115,puncta
1625.bmp,43,79,55,91,puncta
1625.bmp,46,95,58,107,puncta
1625.bmp,65,57,77,69,puncta
1625.bmp,76,13,88,25,puncta
1625.bmp,78,98,90,110,puncta
1625.bmp,90,77,102,89,puncta
1625.bmp,93,86,105,98,puncta
1625.bmp,98,4,110,16,puncta
1625.bmp,119,62,128,74,puncta
1625.bmp,119,74,128,86,puncta
267.bmp,11,77,23,89,puncta
267.bmp,19,77,31,89,puncta
267.bmp,29,87,41,99,puncta
267.bmp,44,88,56,100,puncta
267.bmp,47,77,59,89,puncta
267.bmp,80,49,92,61,puncta
267.bmp,105,101,117,113,puncta
1507.bmp,27,53,39,65,puncta
1507.bmp,28,81,40,93,puncta
1507.bmp,37,70,49,82,puncta
1507.bmp,73,54,85,66,puncta
1507.bmp,92,98,104,110,puncta
1507.bmp,95,14,107,26,puncta
1507.bmp,95,53,107,65,puncta
1507.bmp,98,68,110,80,puncta
1231.bmp,5,38,17,50,puncta
1231.bmp,11,97,23,109,puncta
1231.bmp,20,46,32,58,puncta
1231.bmp,26,95,38,107,puncta
1231.bmp,27,3,39,15,puncta
1231.bmp,34,35,46,47,puncta
1231.bmp,36,22,48,34,puncta
1231.bmp,39,114,51,126,puncta
1231.bmp,42,10,54,22,puncta
1231.bmp,86,4,98,16,puncta
1231.bmp,106,25,118,37,puncta
1231.bmp,113,11,125,22,puncta
1445.bmp,69,62,81,74,puncta
1445.bmp,82,58,94,70,puncta
1445.bmp,82,52,94,64,puncta
558.bmp,0,120,7,128,puncta
558.bmp,0,9,9,21,puncta
558.bmp,6,19,17,31,puncta
558.bmp,11,87,23,98,puncta
558.bmp,16,73,28,84,puncta
558.bmp,17,27,29,38,puncta
558.bmp,20,14,32,25,puncta
558.bmp,22,4,33,15,puncta
558.bmp,51,22,63,34,puncta
558.bmp,72,0,84,7,puncta
558.bmp,83,80,94,91,puncta
558.bmp,84,26,95,37,puncta
558.bmp,90,83,101,94,puncta
558.bmp,90,11,102,23,puncta
558.bmp,97,4,109,16,puncta
558.bmp,107,0,119,10,puncta
558.bmp,111,120,123,128,puncta
465.bmp,26,86,37,98,puncta
465.bmp,78,72,90,84,puncta
465.bmp,80,75,92,87,puncta
465.bmp,119,5,128,17,puncta
1005.bmp,0,66,10,78,puncta
1005.bmp,1,74,13,86,puncta
1005.bmp,16,67,28,79,puncta
1005.bmp,40,101,52,113,puncta
1005.bmp,51,97,63,109,puncta
1517.bmp,6,107,18,119,puncta
1517.bmp,12,113,24,125,puncta
1517.bmp,22,105,34,116,puncta
1517.bmp,34,101,46,113,puncta
1517.bmp,48,46,59,58,puncta
1517.bmp,65,52,77,64,puncta
1517.bmp,66,97,78,109,puncta
1517.bmp,75,104,87,116,puncta
1517.bmp,78,90,90,102,puncta
1517.bmp,104,22,116,34,puncta
1026.bmp,20,22,32,34,puncta
1026.bmp,44,48,56,59,puncta
1026.bmp,54,19,66,31,puncta
1026.bmp,100,74,112,86,puncta
1026.bmp,102,80,114,91,puncta
320.bmp,23,114,35,126,puncta
320.bmp,27,3,38,15,puncta
320.bmp,43,69,55,81,puncta
320.bmp,75,73,87,85,puncta
320.bmp,76,68,88,80,puncta
320.bmp,109,50,121,62,puncta
1307.bmp,42,91,54,103,puncta
1307.bmp,46,88,58,100,puncta
1307.bmp,49,100,61,112,puncta
1307.bmp,50,95,62,107,puncta
1307.bmp,89,106,101,117,puncta
1307.bmp,103,95,115,107,puncta
1307.bmp,103,43,115,55,puncta
1307.bmp,105,59,117,71,puncta
1307.bmp,106,31,118,43,puncta
1307.bmp,115,60,127,72,puncta
1307.bmp,119,55,128,67,puncta
1693.bmp,0,113,8,125,puncta
1693.bmp,0,106,9,118,puncta
1693.bmp,3,98,15,110,puncta
1693.bmp,23,117,34,128,puncta
1693.bmp,34,119,46,128,puncta
1693.bmp,47,58,59,70,puncta
1693.bmp,53,52,65,64,puncta
1693.bmp,56,86,68,98,puncta
1693.bmp,63,60,74,72,puncta
1693.bmp,68,82,80,94,puncta
1693.bmp,70,96,82,108,puncta
1693.bmp,73,102,85,114,puncta
1693.bmp,77,54,89,66,puncta
1693.bmp,80,30,92,42,puncta
1693.bmp,83,44,95,56,puncta
1693.bmp,85,23,97,35,puncta
1693.bmp,85,83,97,95,puncta
1693.bmp,88,115,99,126,puncta
1693.bmp,94,93,106,105,puncta
1693.bmp,94,48,106,60,puncta
1693.bmp,96,119,108,128,puncta
1693.bmp,101,58,113,70,puncta
1693.bmp,101,36,113,48,puncta
1693.bmp,106,76,117,87,puncta
1693.bmp,108,100,120,112,puncta
1693.bmp,109,48,121,60,puncta
1693.bmp,115,67,127,79,puncta
1693.bmp,119,112,128,124,puncta
1693.bmp,120,70,128,82,puncta
418.bmp,2,113,14,125,puncta
418.bmp,4,93,16,105,puncta
418.bmp,6,89,18,101,puncta
418.bmp,22,108,34,120,puncta
418.bmp,68,54,79,65,puncta
418.bmp,72,106,84,118,puncta
418.bmp,91,9,103,21,puncta
1790.bmp,0,80,7,92,puncta
1790.bmp,0,0,12,10,puncta
1790.bmp,1,114,13,126,puncta
1790.bmp,17,106,29,118,puncta
1790.bmp,28,5,40,17,puncta
1790.bmp,52,106,64,118,puncta
1790.bmp,95,86,107,98,puncta
1790.bmp,97,65,108,76,puncta
1790.bmp,120,72,128,84,puncta
1790.bmp,120,44,128,55,puncta
332.bmp,7,104,19,116,puncta
332.bmp,8,9,20,21,puncta
332.bmp,16,54,27,66,puncta
332.bmp,53,11,65,23,puncta
332.bmp,57,30,69,42,puncta
1364.bmp,0,90,9,102,puncta
1364.bmp,2,84,14,96,puncta
1364.bmp,6,90,18,102,puncta
1364.bmp,54,41,66,53,puncta
1364.bmp,81,105,93,117,puncta
1364.bmp,105,23,117,35,puncta
1364.bmp,117,11,128,23,puncta
1364.bmp,117,20,128,32,puncta
1015.bmp,0,116,11,128,puncta
1015.bmp,5,63,17,75,puncta
1015.bmp,8,53,19,65,puncta
1015.bmp,10,68,22,80,puncta
1015.bmp,17,38,29,50,puncta
1015.bmp,35,44,47,56,puncta
1015.bmp,40,26,52,38,puncta
1015.bmp,90,12,102,24,puncta
1015.bmp,91,19,103,31,puncta
1015.bmp,109,6,121,18,puncta
203.bmp,85,31,97,43,puncta
203.bmp,111,26,123,38,puncta
1717.bmp,0,108,10,120,puncta
1717.bmp,16,95,28,107,puncta
1717.bmp,25,103,37,115,puncta
1717.bmp,30,84,42,96,puncta
1717.bmp,71,87,83,99,puncta
1717.bmp,105,68,117,80,puncta
1717.bmp,114,96,126,108,puncta
1717.bmp,114,89,126,101,puncta
1717.bmp,118,28,128,40,puncta
1078.bmp,0,49,9,61,puncta
1078.bmp,33,31,45,43,puncta
1078.bmp,36,70,48,82,puncta
1078.bmp,45,2,57,14,puncta
1078.bmp,64,49,76,61,puncta
1078.bmp,68,79,80,91,puncta
1078.bmp,84,29,96,41,puncta
1078.bmp,88,27,100,39,puncta
1078.bmp,91,110,103,122,puncta
1589.bmp,29,7,41,19,puncta
1589.bmp,30,14,42,26,puncta
1589.bmp,38,16,50,28,puncta
1589.bmp,39,8,51,20,puncta
1589.bmp,46,83,58,95,puncta
1589.bmp,74,15,86,27,puncta
1589.bmp,75,4,87,16,puncta
1589.bmp,79,34,91,46,puncta
1589.bmp,90,108,102,120,puncta
1589.bmp,104,106,116,118,puncta
1589.bmp,113,38,125,50,puncta
264.bmp,30,57,42,69,puncta
264.bmp,38,95,50,107,puncta
264.bmp,78,70,90,82,puncta
264.bmp,87,11,99,23,puncta
264.bmp,98,83,110,95,puncta
767.bmp,0,5,6,16,puncta
767.bmp,0,102,8,114,puncta
767.bmp,0,62,12,74,puncta
767.bmp,4,66,16,78,puncta
767.bmp,10,47,21,58,puncta
767.bmp,10,61,21,73,puncta
767.bmp,26,16,37,27,puncta
767.bmp,38,23,50,34,puncta
767.bmp,42,75,53,87,puncta
767.bmp,49,58,61,69,puncta
767.bmp,53,96,64,107,puncta
767.bmp,57,71,69,83,puncta
767.bmp,61,10,72,22,puncta
767.bmp,64,81,76,93,puncta
767.bmp,70,69,81,81,puncta
767.bmp,74,117,85,128,puncta
767.bmp,87,43,98,54,puncta
767.bmp,95,0,107,9,puncta
767.bmp,96,16,108,28,puncta
767.bmp,96,99,108,111,puncta
767.bmp,104,34,115,45,puncta
767.bmp,104,44,115,56,puncta
767.bmp,121,0,128,9,puncta
062.bmp,36,98,47,109,puncta
062.bmp,54,118,66,128,puncta
062.bmp,69,66,81,78,puncta
062.bmp,84,63,96,75,puncta
062.bmp,103,49,115,61,puncta
062.bmp,110,108,122,120,puncta
900.bmp,7,4,18,16,puncta
900.bmp,7,59,19,71,puncta
900.bmp,17,48,29,59,puncta
900.bmp,22,12,33,23,puncta
900.bmp,31,63,43,75,puncta
900.bmp,41,78,52,89,puncta
900.bmp,45,0,57,10,puncta
900.bmp,45,86,57,98,puncta
900.bmp,51,10,63,22,puncta
900.bmp,52,6,63,18,puncta
900.bmp,53,76,65,88,puncta
900.bmp,59,1,71,12,puncta
900.bmp,65,15,77,26,puncta
900.bmp,68,74,80,86,puncta
900.bmp,69,74,81,86,puncta
900.bmp,93,39,104,50,puncta
900.bmp,106,0,118,8,puncta
900.bmp,108,7,120,19,puncta
900.bmp,109,0,121,10,puncta
900.bmp,119,0,128,10,puncta
900.bmp,120,2,128,14,puncta
1470.bmp,0,99,10,111,puncta
1470.bmp,0,96,11,108,puncta
1470.bmp,0,91,12,103,puncta
1470.bmp,3,79,15,91,puncta
1470.bmp,4,67,16,79,puncta
1470.bmp,5,49,17,61,puncta
1470.bmp,5,106,17,118,puncta
1470.bmp,10,10,22,22,puncta
1470.bmp,10,117,22,128,puncta
1470.bmp,12,84,24,96,puncta
1470.bmp,13,103,25,115,puncta
1470.bmp,23,12,34,24,puncta
1470.bmp,30,96,42,108,puncta
1470.bmp,35,103,47,115,puncta
1470.bmp,36,30,48,42,puncta
1470.bmp,49,89,61,101,puncta
1470.bmp,54,90,66,102,puncta
1470.bmp,67,90,79,102,puncta
1470.bmp,77,63,89,75,puncta
1470.bmp,78,118,89,128,puncta
1470.bmp,79,104,91,116,puncta
1470.bmp,90,75,102,87,puncta
1470.bmp,101,61,113,73,puncta
915.bmp,0,75,8,86,puncta
915.bmp,0,67,11,79,puncta
915.bmp,2,47,13,59,puncta
915.bmp,3,91,14,103,puncta
915.bmp,12,99,24,111,puncta
915.bmp,27,95,39,107,puncta
915.bmp,41,120,53,128,puncta
915.bmp,42,116,53,128,puncta
915.bmp,46,83,57,94,puncta
915.bmp,50,7,61,18,puncta
915.bmp,50,95,61,107,puncta
915.bmp,51,45,62,57,puncta
915.bmp,54,110,66,122,puncta
915.bmp,59,2,71,13,puncta
915.bmp,61,107,72,119,puncta
915.bmp,64,104,75,116,puncta
915.bmp,64,115,76,127,puncta
915.bmp,68,92,79,103,puncta
915.bmp,69,0,81,6,puncta
915.bmp,69,54,81,65,puncta
915.bmp,78,99,90,111,puncta
915.bmp,79,0,90,10,puncta
915.bmp,81,22,93,34,puncta
915.bmp,83,65,95,77,puncta
915.bmp,83,77,95,89,puncta
915.bmp,92,100,103,112,puncta
915.bmp,96,48,107,60,puncta
915.bmp,101,111,113,122,puncta
915.bmp,105,33,116,45,puncta
915.bmp,105,41,116,53,puncta
915.bmp,113,32,124,44,puncta
915.bmp,116,61,128,72,puncta
915.bmp,117,51,128,63,puncta
915.bmp,118,10,128,21,puncta
915.bmp,120,43,128,55,puncta
1594.bmp,24,11,36,23,puncta
1594.bmp,104,9,116,21,puncta
1594.bmp,110,116,122,128,puncta
129.bmp,5,88,17,100,puncta
129.bmp,40,48,52,60,puncta
129.bmp,47,0,59,9,puncta
547.bmp,20,32,32,44,puncta
547.bmp,28,18,40,30,puncta
547.bmp,32,103,44,114,puncta
547.bmp,34,49,46,61,puncta
547.bmp,43,117,55,128,puncta
547.bmp,49,93,61,105,puncta
547.bmp,68,80,80,92,puncta
547.bmp,87,92,99,104,puncta
547.bmp,99,45,111,56,puncta
547.bmp,113,82,125,94,puncta
1304.bmp,1,17,13,29,puncta
1304.bmp,1,33,13,45,puncta
1304.bmp,6,21,18,33,puncta
1304.bmp,11,40,23,52,puncta
1304.bmp,13,46,25,58,puncta
1304.bmp,13,62,25,74,puncta
1304.bmp,23,94,35,106,puncta
1304.bmp,33,46,45,58,puncta
1304.bmp,38,99,50,111,puncta
1304.bmp,54,63,66,75,puncta
1304.bmp,69,77,81,89,puncta
1304.bmp,70,59,82,71,puncta
1304.bmp,91,18,103,30,puncta
1304.bmp,94,38,106,50,puncta
1304.bmp,96,0,108,10,puncta
1304.bmp,106,57,118,69,puncta
1304.bmp,107,74,119,86,puncta
1304.bmp,114,103,126,115,puncta
689.bmp,0,14,9,26,puncta
689.bmp,11,48,23,60,puncta
689.bmp,25,42,37,54,puncta
689.bmp,30,76,41,87,puncta
689.bmp,30,45,42,57,puncta
689.bmp,52,32,64,44,puncta
689.bmp,54,71,65,82,puncta
689.bmp,58,113,69,125,puncta
689.bmp,65,83,76,95,puncta
689.bmp,68,68,79,80,puncta
689.bmp,70,46,82,58,puncta
689.bmp,83,60,94,72,puncta
689.bmp,84,91,95,103,puncta
689.bmp,88,99,100,111,puncta
689.bmp,96,56,108,67,puncta
689.bmp,97,110,109,121,puncta
689.bmp,98,92,110,104,puncta
689.bmp,101,106,112,117,puncta
689.bmp,104,100,116,112,puncta
689.bmp,106,119,118,128,puncta
689.bmp,115,48,127,60,puncta
689.bmp,117,116,128,128,puncta
689.bmp,119,120,128,128,puncta
208.bmp,13,58,25,70,puncta
208.bmp,17,98,29,110,puncta
208.bmp,20,22,32,34,puncta
208.bmp,21,87,33,99,puncta
208.bmp,36,56,48,68,puncta
208.bmp,47,41,59,53,puncta
208.bmp,69,96,80,108,puncta
208.bmp,73,99,85,111,puncta
208.bmp,104,115,116,127,puncta
1722.bmp,2,1,14,13,puncta
1722.bmp,22,102,33,113,puncta
1722.bmp,25,5,37,16,puncta
1722.bmp,33,114,45,126,puncta
1722.bmp,50,81,62,93,puncta
1722.bmp,54,119,66,128,puncta
1722.bmp,57,66,69,78,puncta
1722.bmp,58,6,70,18,puncta
1722.bmp,58,48,70,60,puncta
1722.bmp,70,108,82,120,puncta
1722.bmp,75,115,87,127,puncta
1722.bmp,76,30,88,42,puncta
1722.bmp,83,95,95,107,puncta
1722.bmp,90,47,102,59,puncta
1722.bmp,93,75,105,87,puncta
1722.bmp,93,109,105,121,puncta
1722.bmp,107,84,119,96,puncta
1722.bmp,109,70,121,82,puncta
1748.bmp,0,94,7,106,puncta
1748.bmp,0,116,12,128,puncta
1748.bmp,3,0,15,9,puncta
1748.bmp,7,56,19,68,puncta
1748.bmp,7,72,19,84,puncta
1748.bmp,9,2,21,14,puncta
1748.bmp,14,63,26,75,puncta
1748.bmp,16,11,28,23,puncta
1748.bmp,18,39,30,51,puncta
1748.bmp,23,77,35,89,puncta
1748.bmp,25,55,37,67,puncta
1748.bmp,34,10,46,22,puncta
1748.bmp,35,45,47,57,puncta
1748.bmp,41,39,53,51,puncta
1748.bmp,52,53,64,65,puncta
1748.bmp,53,76,65,87,puncta
1748.bmp,54,42,66,53,puncta
1748.bmp,55,52,67,64,puncta
1748.bmp,60,12,72,24,puncta
1748.bmp,75,59,87,71,puncta
1748.bmp,86,23,98,35,puncta
1748.bmp,87,3,99,15,puncta
1748.bmp,89,25,101,37,puncta
1748.bmp,91,41,103,53,puncta
1748.bmp,95,40,107,52,puncta
1748.bmp,106,102,118,114,puncta
1748.bmp,106,38,118,50,puncta
1748.bmp,107,20,119,32,puncta
1748.bmp,108,92,120,104,puncta
1748.bmp,111,80,123,92,puncta
1748.bmp,118,42,128,54,puncta
1748.bmp,119,119,128,128,puncta
920.bmp,1,89,12,100,puncta
920.bmp,2,80,13,92,puncta
920.bmp,5,49,17,60,puncta
920.bmp,6,61,17,72,puncta
920.bmp,7,87,18,98,puncta
920.bmp,27,65,39,77,puncta
920.bmp,36,4,47,16,puncta
920.bmp,50,7,61,19,puncta
920.bmp,56,26,68,38,puncta
920.bmp,64,0,75,10,puncta
920.bmp,86,96,98,108,puncta
920.bmp,93,60,104,71,puncta
920.bmp,99,85,110,97,puncta
920.bmp,109,44,120,56,puncta
920.bmp,109,0,121,8,puncta
920.bmp,113,15,124,26,puncta
920.bmp,119,14,128,25,puncta
920.bmp,119,25,128,37,puncta
1617.bmp,14,50,26,62,puncta
1617.bmp,24,82,36,94,puncta
1617.bmp,46,113,58,125,puncta
1617.bmp,73,75,85,87,puncta
1617.bmp,78,5,90,17,puncta
1617.bmp,80,86,92,98,puncta
1617.bmp,84,11,96,23,puncta
1617.bmp,104,69,116,81,puncta
1617.bmp,112,76,124,88,puncta
1665.bmp,0,12,11,24,puncta
